TIME_UNITS,Gateway Distance Grd:Goddard,Gateway Distance Grd:Guam,Gateway Distance Grd:WhiteSands,Gateway Distance TDRS13,Gateway Distance TDRS3,Gateway Distance TDRS5,Gateway Distance TDRS7
30090,415556.7244,411409.6405,416992.7103,407352.0704,433435.5399,438061.1716,373458.7961
30120,415554.7285,411425.2735,416995.3016,407270.7157,433363.4245,438133.7365,373491.1491
30150,415552.7154,411440.9115,416997.8704,407189.3782,433291.2152,438206.1919,373523.6981
30180,415550.6852,411456.5544,417000.4167,407108.0582,433218.9122,438278.5377,373556.4431
30210,415548.6377,411472.2022,417002.9405,407026.7562,433146.5159,438350.7736,373589.3837
30240,415546.5731,411487.8549,417005.4418,406945.4725,433074.0264,438422.8994,373622.5198
30270,415544.4914,411503.5123,417007.9206,406864.2076,433001.4441,438494.9148,373655.8513
30300,415542.3926,411519.1744,417010.377,406782.9619,432928.7693,438566.8195,373689.3779
30330,415540.2767,411534.8413,417012.8108,406701.7356,432856.0023,438638.6133,373723.0995
30360,415538.1438,411550.5127,417015.2222,406620.5293,432783.1433,438710.2959,373757.0159
30390,415535.9939,411566.1887,417017.6111,406539.3433,432710.1928,438781.8671,373791.1269
30420,415533.827,411581.8692,417019.9775,406458.1779,432637.1509,438853.3266,373825.4323
30450,415531.6431,411597.5542,417022.3215,406377.0337,432564.018,438924.6743,373859.932
30480,415529.4422,411613.2435,417024.643,406295.911,432490.7943,438995.9097,373894.6256
30510,415527.2244,411628.9373,417026.942,406214.8102,432417.4802,439067.0328,373929.5132
30540,415524.9898,411644.6353,417029.2187,406133.7316,432344.076,439138.0431,373964.5944
30570,415522.7382,411660.3375,417031.4728,406052.6757,432270.5819,439208.9406,373999.869
30600,415520.4699,411676.0439,417033.7046,405971.6429,432196.9983,439279.7248,374035.337
30630,415518.1847,411691.7545,417035.9139,405890.6335,432123.3255,439350.3957,374070.998
30660,415515.8827,411707.4691,417038.1008,405809.648,432049.5637,439420.9529,374106.8519
30690,415513.5639,411723.1878,417040.2652,405728.6868,431975.7133,439491.3962,374142.8985
30720,415511.2284,411738.9104,417042.4073,405647.7502,431901.7746,439561.7253,374179.1376
30750,415508.8762,411754.637,417044.527,405566.8386,431827.7479,439631.94,374215.5689
30780,415506.5073,411770.3674,417046.6242,405485.9525,431753.6334,439702.0401,374252.1924
30810,415504.1217,411786.1016,417048.6991,405405.0922,431679.4315,439772.0253,374289.0077
30840,415501.7195,411801.8396,417050.7515,405324.2581,431605.1425,439841.8953,374326.0148
30870,415499.3007,411817.5812,417052.7816,405243.4506,431530.7666,439911.6499,374363.2133
30900,415496.8652,411833.3265,417054.7893,405162.6702,431456.3043,439981.289,374400.6031
30930,415494.4133,411849.0754,417056.7747,405081.9171,431381.7557,440050.8121,374438.1839
30960,415491.9448,411864.8278,417058.7377,405001.1919,431307.1213,440120.2191,374475.9557
30990,415489.4597,411880.5838,417060.6783,404920.4949,431232.4013,440189.5098,374513.9181
31020,415486.9582,411896.3431,417062.5966,404839.8264,431157.5959,440258.6839,374552.0709
31050,415484.4403,411912.1058,417064.4926,404759.187,431082.7057,440327.7411,374590.414
31080,415481.9059,411927.8718,417066.3662,404678.577,431007.7307,440396.6813,374628.9471
31110,415479.3551,411943.6411,417068.2175,404597.9967,430932.6714,440465.5041,374667.67
31140,415476.7879,411959.4136,417070.0464,404517.4467,430857.528,440534.2094,374706.5826
31170,415474.2044,411975.1892,417071.8531,404436.9272,430782.3009,440602.7969,374745.6845
31200,415471.6045,411990.968,417073.6374,404356.4387,430706.9904,440671.2663,374784.9756
31230,415468.9884,412006.7498,417075.3995,404275.9815,430631.5967,440739.6175,374824.4556
31260,415466.3559,412022.5346,417077.1393,404195.5562,430556.1202,440807.8501,374864.1244
31290,415463.7073,412038.3223,417078.8568,404115.163,430480.5613,440875.964,374903.9817
31320,415461.0424,412054.1129,417080.552,404034.8023,430404.9201,440943.9589,374944.0274
31350,415458.3613,412069.9063,417082.2249,403954.4747,430329.1971,441011.8346,374984.2611
31380,415455.6641,412085.7025,417083.8756,403874.1804,430253.3925,441079.5909,375024.6826
31410,415452.9507,412101.5014,417085.5041,403793.9198,430177.5067,441147.2274,375065.2918
31440,415450.2213,412117.303,417087.1103,403713.6934,430101.5399,441214.744,375106.0884
31470,415447.4757,412133.1072,417088.6942,403633.5016,430025.4925,441282.1404,375147.0722
31500,415444.7141,412148.9139,417090.256,403553.3447,429949.3649,441349.4165,375188.243
31530,415441.9365,412164.7232,417091.7955,403473.2232,429873.1572,441416.5719,375229.6004
31560,415439.1429,412180.5349,417093.3128,403393.1374,429796.8699,441483.6065,375271.1444
31590,415436.3333,412196.3489,417094.808,403313.0878,429720.5032,441550.5199,375312.8747
31620,415433.5077,412212.1654,417096.2809,403233.0747,429644.0574,441617.3121,375354.791
31650,415430.6663,412227.9841,417097.7317,403153.0985,429567.533,441683.9827,375396.8932
31680,415427.8089,412243.805,417099.1602,403073.1597,429490.9301,441750.5315,375439.1809
31710,415424.9357,412259.6281,417100.5667,402993.2587,429414.2492,441816.9583,375481.6539
31740,415422.0467,412275.4533,417101.9509,402913.3958,429337.4905,441883.2628,375524.3121
31770,415419.1419,412291.2806,417103.313,402833.5714,429260.6543,441949.4449,375567.1552
31800,415416.2213,412307.1099,417104.653,402753.7859,429183.7411,442015.5042,375610.1829
31830,415413.2849,412322.9411,417105.9709,402674.0398,429106.751,442081.4407,375653.395
31860,415410.3329,412338.7743,417107.2666,402594.3334,429029.6844,442147.254,375696.7913
31890,415407.3651,412354.6093,417108.5403,402514.6672,428952.5417,442212.9439,375740.3715
31920,415404.3817,412370.446,417109.7918,402435.0415,428875.3231,442278.5101,375784.1354
31950,415401.3826,412386.2846,417111.0213,402355.4567,428798.029,442343.9526,375828.0827
31980,415398.368,412402.1248,417112.2286,402275.9133,428720.6597,442409.271,375872.2133
32010,415395.3377,412417.9666,417113.4139,402196.4115,428643.2156,442474.4651,375916.5268
32040,415392.2919,412433.81,417114.5772,402116.952,428565.6969,442539.5347,375961.023
32070,415389.2306,412449.6549,417115.7184,402037.5349,428488.104,442604.4795,376005.7017
32100,415386.1539,412465.5013,417116.8376,401958.1608,428410.4371,442669.2994,376050.5626
32130,415383.0616,412481.349,417117.9347,401878.83,428332.6967,442733.9941,376095.6055
32160,415379.9539,412497.1982,417119.0098,401799.5429,428254.8831,442798.5635,376140.8302
32190,415376.8308,412513.0486,417120.063,401720.3,428176.9965,442863.0072,376186.2363
32220,415373.6924,412528.9003,417121.0941,401641.1016,428099.0373,442927.325,376231.8236
32250,415370.5386,412544.7532,417122.1032,401561.9481,428021.0059,442991.5168,376277.5919
32280,415367.3695,412560.6072,417123.0904,401482.8399,427942.9025,443055.5823,376323.5409
32310,415364.1851,412576.4622,417124.0556,401403.7775,427864.7275,443119.5213,376369.6704
32340,415360.9854,412592.3184,417124.9989,401324.7612,427786.4812,443183.3336,376415.9801
32370,415357.7705,412608.1754,417125.9202,401245.7915,427708.164,443247.0189,376462.4698
32400,415354.5404,412624.0334,417126.8196,401166.8686,427629.7761,443310.5771,376509.1392
32430,415351.2952,412639.8923,417127.697,401087.9931,427551.318,443374.0079,376555.988
32460,415348.0348,412655.7519,417128.5526,401009.1653,427472.7899,443437.3111,376603.0161
32490,415344.7593,412671.6123,417129.3862,400930.3857,427394.1921,443500.4865,376650.223
32520,415341.4687,412687.4735,417130.198,400851.6545,427315.525,443563.5339,376697.6086
32550,415338.1631,412703.3352,417130.9879,400772.9724,427236.789,443626.453,376745.1727
32580,415334.8424,412719.1975,417131.756,400694.3395,427157.9843,443689.2437,376792.9148
32610,415331.5068,412735.0604,417132.5022,400615.7564,427079.1114,443751.9057,376840.8349
32640,415328.1562,412750.9238,417133.2266,400537.2234,427000.1704,443814.4389,376888.9326
32670,415324.7907,412766.7875,417133.9291,400458.7409,426921.1618,443876.8429,376937.2076
32700,415321.4103,412782.6517,417134.6099,400380.3093,426842.0859,443939.1176,376985.6597
32730,415318.015,412798.5161,417135.2688,400301.9291,426762.9431,444001.2628,377034.2886
32760,415314.6048,412814.3808,417135.9059,400223.6007,426683.7336,444063.2783,377083.0941
32790,415311.1799,412830.2458,417136.5213,400145.3243,426604.4578,444125.1638,377132.0759
32820,415307.7402,412846.1108,417137.1149,400067.1005,426525.116,444186.9191,377181.2337
32850,415304.2857,412861.976,417137.6868,399988.9296,426445.7086,444248.5441,377230.5672
32880,415300.8165,412877.8412,417138.2369,399910.8121,426366.2359,444310.0386,377280.0762
32910,415297.3327,412893.7064,417138.7653,399832.7483,426286.6983,444371.4022,377329.7604
32940,415293.8341,412909.5715,417139.272,399754.7386,426207.096,444432.6349,377379.6195
32970,415290.321,412925.4365,417139.757,399676.7834,426127.4295,444493.7363,377429.6533
33000,415286.7932,412941.3013,417140.2203,399598.8832,426047.699,444554.7064,377479.8615
33030,415283.2509,412957.1659,417140.6619,399521.0384,425967.905,444615.5448,377530.2437
33060,415279.6941,412973.0302,417141.0819,399443.2492,425888.0477,444676.2514,377580.7998
33090,415276.1228,412988.8941,417141.4802,399365.5162,425808.1274,444736.826,377631.5294
33120,415272.5369,413004.7577,417141.8569,399287.8398,425728.1446,444797.2683,377682.4323
33150,415268.9367,413020.6208,417142.212,399210.2202,425648.0995,444857.5783,377733.5082
33180,415265.322,413036.4834,417142.5455,399132.6581,425567.9926,444917.7555,377784.7568
33210,415261.693,413052.3454,417142.8574,399055.1536,425487.8241,444977.8,377836.1778
33240,415258.0496,413068.2068,417143.1477,398977.7073,425407.5944,445037.7114,377887.7709
33270,415254.3919,413084.0676,417143.4164,398900.3195,425327.3038,445097.4895,377939.5359
33300,415250.7199,413099.9276,417143.6636,398822.9907,425246.9527,445157.1342,377991.4725
33330,415247.0337,413115.7868,417143.8892,398745.7212,425166.5414,445216.6452,378043.5803
33360,415243.3333,413131.6452,417144.0934,398668.5115,425086.0703,445276.0224,378095.8592
33390,415239.6186,413147.5028,417144.276,398591.3619,425005.5396,445335.2655,378148.3088
33420,415235.8898,413163.3593,417144.4371,398514.2728,424924.9499,445394.3744,378200.9288
33450,415232.1469,413179.2149,417144.5768,398437.2447,424844.3013,445453.3488,378253.719
33480,415228.3899,413195.0694,417144.695,398360.2779,424763.5943,445512.1885,378306.679
33510,415224.6188,413210.9228,417144.7917,398283.3728,424682.8291,445570.8934,378359.8085
33540,415220.8337,413226.7751,417144.867,398206.5299,424602.0063,445629.4633,378413.1073
33570,415217.0346,413242.6261,417144.9209,398129.7496,424521.1259,445687.8979,378466.5751
33600,415213.2216,413258.4759,417144.9534,398053.0321,424440.1886,445746.197,378520.2116
33630,415209.3946,413274.3243,417144.9645,397976.3781,424359.1945,445804.3606,378574.0165
33660,415205.5537,413290.1714,417144.9542,397899.7877,424278.144,445862.3883,378627.9895
33690,415201.6989,413306.017,417144.9226,397823.2615,424197.0375,445920.2799,378682.1302
33720,415197.8303,413321.8611,417144.8696,397746.7999,424115.8754,445978.0353,378736.4385
33750,415193.9479,413337.7037,417144.7953,397670.4031,424034.6579,446035.6543,378790.914
33780,415190.0518,413353.5447,417144.6997,397594.0718,423953.3854,446093.1367,378845.5563
33810,415186.1418,413369.384,417144.5827,397517.8061,423872.0583,446150.4823,378900.3653
33840,415182.2182,413385.2216,417144.4445,397441.6066,423790.677,446207.6909,378955.3406
33870,415178.2809,413401.0575,417144.2851,397365.4736,423709.2417,446264.7623,379010.4819
33900,415174.33,413416.8915,417144.1043,397289.4076,423627.7529,446321.6963,379065.7889
33930,415170.3655,413432.7237,417143.9024,397213.4089,423546.2109,446378.4927,379121.2613
33960,415166.3873,413448.5539,417143.6792,397137.4779,423464.616,446435.1514,379176.8988
33990,415162.3957,413464.3822,417143.4348,397061.6151,423382.9686,446491.6721,379232.7011
34020,415158.3905,413480.2084,417143.1693,396985.8208,423301.269,446548.0547,379288.6679
34050,415154.3719,413496.0326,417142.8825,396910.0955,423219.5177,446604.2989,379344.7989
34080,415150.3398,413511.8546,417142.5746,396834.4394,423137.7149,446660.4047,379401.0937
34110,415146.2943,413527.6743,417142.2456,396758.8531,423055.861,446716.3717,379457.5521
34140,415142.2354,413543.4919,417141.8955,396683.337,422973.9564,446772.1998,379514.1738
34170,415138.1632,413559.3071,417141.5242,396607.8913,422892.0014,446827.8888,379570.9585
34200,415134.0776,413575.12,417141.1319,396532.5166,422809.9963,446883.4386,379627.9058
34230,415129.9788,413590.9304,417140.7185,396457.2132,422727.9417,446938.8489,379685.0154
34260,415125.8668,413606.7384,417140.284,396381.9815,422645.8377,446994.1196,379742.287
34290,415121.7415,413622.5439,417139.8285,396306.822,422563.6847,447049.2504,379799.7204
34320,415117.603,413638.3468,417139.352,396231.735,422481.4832,447104.2412,379857.3152
34350,415113.4514,413654.147,417138.8544,396156.7208,422399.2335,447159.0919,379915.071
34380,415109.2867,413669.9446,417138.3359,396081.78,422316.9358,447213.8021,379972.9876
34410,415105.109,413685.7394,417137.7964,396006.913,422234.5907,447268.3718,380031.0647
34440,415100.9182,413701.5314,417137.236,395932.12,422152.1984,447322.8008,380089.3019
34470,415096.7143,413717.3205,417136.6547,395857.4015,422069.7593,447377.0889,380147.6989
34500,415092.4975,413733.1068,417136.0524,395782.7579,421987.2737,447431.2358,380206.2555
34530,415088.2678,413748.8901,417135.4292,395708.1897,421904.7421,447485.2415,380264.9712
34560,415084.0251,413764.6704,417134.7851,395633.6971,421822.1648,447539.1057,380323.8458
34590,415079.7696,413780.4476,417134.1202,395559.2806,421739.5421,447592.8283,380382.8789
34620,415075.5012,413796.2217,417133.4345,395484.9406,421656.8745,447646.409,380442.0703
34650,415071.2201,413811.9926,417132.7279,395410.6776,421574.1622,447699.8477,380501.4196
34680,415066.9261,413827.7603,417132.0005,395336.4917,421491.4057,447753.1443,380560.9264
34710,415062.6194,413843.5247,417131.2523,395262.3836,421408.6052,447806.2985,380620.5906
34740,415058.3001,413859.2858,417130.4833,395188.3536,421325.7613,447859.3102,380680.4116
34770,415053.968,413875.0434,417129.6936,395114.402,421242.8741,447912.1792,380740.3893
34800,415049.6233,413890.7977,417128.8832,395040.5293,421159.9442,447964.9053,380800.5233
34830,415045.266,413906.5484,417128.052,394966.7359,421076.9718,448017.4884,380860.8132
34860,415040.8962,413922.2956,417127.2001,394893.0221,420993.9573,448069.9282,380921.2588
34890,415036.5138,413938.0391,417126.3276,394819.3884,420910.9011,448122.2246,380981.8597
34920,415032.1189,413953.779,417125.4344,394745.8351,420827.8036,448174.3775,381042.6155
34950,415027.7116,413969.5152,417124.5206,394672.3627,420744.6651,448226.3866,381103.5261
34980,415023.2918,413985.2476,417123.5861,394598.9716,420661.486,448278.2517,381164.5909
35010,415018.8597,414000.9762,417122.631,394525.662,420578.2666,448329.9728,381225.8097
35040,415014.4152,414016.7009,417121.6554,394452.4346,420495.0074,448381.5496,381287.1822
35070,415009.9584,414032.4216,417120.6592,394379.2895,420411.7087,448432.982,381348.7081
35100,415005.4892,414048.1384,417119.6424,394306.2272,420328.3708,448484.2698,381410.3869
35130,415001.0079,414063.8511,417118.6051,394233.2482,420244.9942,448535.4128,381472.2184
35160,414996.5143,414079.5598,417117.5473,394160.3528,420161.5791,448586.4108,381534.2022
35190,414992.0085,414095.2643,417116.4691,394087.5414,420078.126,448637.2638,381596.3381
35220,414987.4906,414110.9646,417115.3703,394014.8144,419994.6353,448687.9714,381658.6256
35250,414982.9606,414126.6606,417114.2512,393942.1722,419911.1073,448738.5336,381721.0644
35280,414978.4185,414142.3523,417113.1115,393869.6151,419827.5423,448788.9502,381783.6542
35310,414973.8644,414158.0397,417111.9515,393797.1437,419743.9409,448839.2211,381846.3947
35340,414969.2982,414173.7226,417110.7711,393724.7582,419660.3032,448889.3459,381909.2854
35370,414964.7201,414189.4011,417109.5703,393652.4591,419576.6297,448939.3247,381972.3262
35400,414960.1301,414205.075,417108.3492,393580.2467,419492.9208,448989.1572,382035.5166
35430,414955.5281,414220.7444,417107.1078,393508.1215,419409.1769,449038.8432,382098.8563
35460,414950.9143,414236.4091,417105.846,393436.0838,419325.3982,449088.3827,382162.345
35490,414946.2887,414252.0691,417104.564,393364.1341,419241.5853,449137.7754,382225.9823
35520,414941.6513,414267.7244,417103.2617,393292.2726,419157.7384,449187.0211,382289.7678
35550,414937.0021,414283.3749,417101.9392,393220.4999,419073.8579,449236.1198,382353.7013
35580,414932.3412,414299.0206,417100.5964,393148.8163,418989.9443,449285.0712,382417.7824
35610,414927.6686,414314.6613,417099.2334,393077.2222,418905.9978,449333.8751,382482.0107
35640,414922.9844,414330.2971,417097.8503,393005.718,418822.0189,449382.5316,382546.386
35670,414918.2885,414345.9279,417096.447,392934.3041,418738.0079,449431.0402,382610.9078
35700,414913.5811,414361.5537,417095.0235,392862.9808,418653.9653,449479.401,382675.5758
35730,414908.8621,414377.1743,417093.58,392791.7486,418569.8913,449527.6138,382740.3896
35760,414904.1317,414392.7897,417092.1163,392720.6079,418485.7864,449575.6783,382805.349
35790,414899.3898,414408.3999,417090.6326,392649.559,418401.651,449623.5944,382870.4536
35820,414894.6364,414424.0049,417089.1288,392578.6023,418317.4853,449671.3621,382935.703
